issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,red_ball_6,blue_ball_1,sales_amount,jackpot_amount
14047,231,8,10,11,12,19,29,15,8550289,
14046,121,2,10,11,17,18,22,10,6137017,
14045,128,2,4,9,11,19,22,15,5886964,
14044,136,4,9,21,27,28,33,12,9396243,
14043,118,2,5,9,14,24,33,9,5583245,
14042,90,12,15,20,25,28,33,14,0,
14041,93,7,11,16,18,21,22,2,10000000,
14040,119,3,4,6,11,12,15,8,6499969,
14039,274,3,11,15,19,20,31,7,5000000,
14038,111,4,7,22,23,24,33,16,5000000,
14037,261,6,13,14,24,25,30,7,5872936,
14036,351,1,7,8,9,11,22,3,5349374,
14035,199,7,8,9,17,32,33,6,6852544,
14034,102,1,3,4,8,25,31,6,5471886,
14033,303,5,13,23,28,32,33,12,5965697,
14032,94,1,2,14,22,29,33,7,10000000,
14031,368,4,10,16,17,21,27,14,6710711,
14030,208,12,18,19,23,24,30,10,7352776,
14029,137,2,7,14,16,21,29,14,8317056,
14028,72,6,16,21,27,30,32,5,7421842,
14027,75,8,10,14,16,30,31,1,10000000,
14026,135,1,2,5,6,11,23,14,10000000,
14025,96,1,5,10,14,16,30,16,10000000,
14024,288,8,10,16,20,23,30,9,5494247,
14023,178,7,9,13,17,21,22,10,6506941,
14022,110,4,6,7,10,21,26,16,7916237,
14021,119,8,10,15,17,22,29,12,6781386,
14020,118,9,14,17,23,24,25,15,10000000,
14019,95,2,10,15,19,20,21,7,6752686,
14018,51,13,17,18,21,30,33,15,5000000,
14017,218,4,6,7,14,25,26,10,5330216,
14016,106,2,3,7,13,21,24,8,10000000,
14015,101,2,11,19,30,32,33,9,6247355,
14014,128,4,9,19,22,25,29,15,6994695,
14013,127,5,9,13,15,17,21,13,6357176,
14012,79,1,8,11,19,21,24,8,7572430,
14011,120,9,10,13,14,21,32,2,7928774,
14010,207,5,7,8,20,31,33,11,10000000,
14009,229,8,9,19,20,25,32,16,5000000,
14008,189,5,14,16,21,29,30,12,5000000,
14007,198,8,10,12,14,18,28,14,5000000,
14006,296,3,4,7,17,21,27,14,4194362,
14005,77,15,18,23,27,32,33,4,9383724,
14004,113,1,4,19,22,24,25,15,9580091,
14003,147,6,10,11,28,30,33,12,7804024,
14002,105,4,21,23,31,32,33,4,8403112,
14001,139,3,9,15,20,27,29,1,5000000,
13154,182,7,11,14,19,24,29,5,5625000,
13153,116,8,11,13,18,28,33,10,6666666,
13152,213,4,6,14,16,18,29,5,2774257,
13151,391,3,9,10,19,28,33,9,5051762,
13150,93,1,15,16,25,26,29,10,11579919,
13149,117,9,18,25,26,30,32,11,8188009,
13148,120,6,11,12,14,17,22,1,11973853,
13147,132,2,15,16,17,19,30,8,6544074,
13146,147,8,20,25,30,32,33,1,7500000,
13145,237,6,10,13,16,23,24,15,5769230,
13144,308,5,7,12,19,27,31,2,5833333,
13143,90,12,18,21,22,27,32,11,6250000,
13142,119,11,12,14,20,22,29,14,6250000,
13141,180,3,4,5,25,30,31,4,4151240,
13140,125,1,5,12,13,21,22,10,7500000,
13139,184,7,8,11,13,21,27,8,4905577,
13138,161,4,15,16,24,27,28,3,6000000,
13137,420,4,17,19,23,24,27,10,5953328,
13136,139,4,6,14,16,18,26,6,7096267,
13135,113,9,23,24,25,29,31,12,7000000,
13134,118,1,17,18,19,25,29,10,6687967,
13133,248,4,7,12,19,22,25,1,7671892,
13132,176,20,21,22,23,25,27,12,6197955,
13131,130,4,6,12,17,19,26,9,6291307,
13130,115,1,3,15,16,31,33,8,7637890,
13129,144,5,6,10,14,27,31,14,12500000,
13128,156,7,13,17,19,25,31,8,8483315,
13127,216,2,3,13,20,22,33,14,11767862,
13126,155,4,10,19,27,31,33,16,12000000,
13125,308,4,6,8,18,25,28,16,9047241,
13124,140,3,9,15,23,25,30,7,5000000,
13123,109,1,2,6,11,17,25,2,5000000,
13122,173,7,10,13,15,26,27,11,5000000,
13121,155,4,5,6,7,25,27,7,5000000,
13120,447,5,6,13,18,23,31,11,5263001,
13119,83,5,15,20,22,26,32,9,6880734,
13118,93,2,3,17,22,32,33,16,8693827,
13117,232,9,12,13,24,27,33,16,6129010,
13116,148,12,15,21,26,32,33,7,10000000,
13115,122,3,12,16,17,18,27,8,6116365,
13114,97,4,6,17,21,23,33,7,10000000,
13113,147,4,7,11,17,24,33,9,7162340,
13112,77,1,6,12,13,22,31,7,6452204,
13111,252,1,2,3,6,8,33,13,5988146,
13110,56,15,17,18,21,29,32,13,9320948,
13109,103,9,23,24,27,29,32,8,7299549,
13108,60,16,21,22,28,31,32,5,10000000,
13107,120,7,9,11,17,28,31,11,7784397,
13106,77,9,11,23,30,31,32,6,8223793,
13105,70,1,11,23,27,31,32,9,8502830,
13104,88,1,2,4,15,17,28,11,10000000,
13103,111,2,4,9,13,18,20,7,8329891,
13102,142,2,4,5,6,8,16,3,6847743,
13101,83,5,7,9,23,27,32,1,7726709,
13100,61,4,8,11,14,16,20,11,0,
13099,173,5,11,20,21,26,31,3,5000000,
13098,291,7,15,18,19,20,26,14,5506770,
13097,152,5,14,17,22,23,25,7,10000000,
13096,112,1,2,22,28,29,30,15,7504350,
13095,144,1,6,15,19,28,29,10,5000000,
13094,113,2,4,14,18,20,22,7,5984697,
13093,111,1,2,8,26,29,31,14,5000000,
13092,103,7,11,15,21,26,31,6,5000000,
13091,61,4,14,24,25,28,31,10,3362188,
13090,154,2,5,11,23,24,29,8,3882974,
13089,210,4,8,12,19,21,25,13,6155652,
13088,119,9,15,20,21,22,24,14,10000000,
13087,121,2,13,19,23,24,28,5,7813525,
13086,80,2,4,11,13,16,26,11,10000000,
13085,135,2,8,12,14,16,32,16,8042847,
13084,136,5,7,9,11,20,21,3,6976187,
13083,225,5,6,12,14,19,23,9,5326203,
13082,178,4,13,14,20,22,30,6,8012017,
13081,122,1,4,10,13,21,31,13,10000000,
13080,103,10,11,12,23,28,32,16,8444709,
13079,102,7,13,17,19,22,26,13,6446471,
13078,223,3,5,17,18,26,27,15,5000000,
13077,186,9,14,23,24,26,29,3,5415508,
13076,43,14,23,24,26,29,30,3,10000000,
13075,47,4,6,9,25,30,33,14,0,
13074,101,3,6,8,14,19,32,3,5000000,
13073,185,2,9,13,17,20,28,11,5000000,
13072,144,2,8,11,14,19,33,9,5000000,
13071,173,5,12,21,23,26,28,9,5000000,
13070,152,2,3,9,10,28,30,6,5000000,
13069,190,7,16,17,18,30,33,6,2083167,
13068,203,2,7,13,20,25,27,6,6912312,
13067,163,1,4,9,15,22,30,6,5889617,
13066,96,1,3,16,17,20,32,7,6025818,
13065,165,7,18,19,23,29,30,2,9309082,
13064,72,1,9,13,22,25,32,12,9400977,
13063,84,10,15,18,20,23,31,12,5000000,
13062,102,1,6,7,19,22,27,2,5000000,
13061,830,5,6,7,12,13,18,12,3509802,
13060,206,5,7,10,13,19,20,15,5000000,
13059,134,3,10,18,24,27,29,9,5562668,
13058,243,8,11,17,21,23,24,5,6573318,
13057,146,13,16,19,23,26,28,5,7927462,
13056,88,3,12,25,26,28,29,16,8816637,
13055,97,8,18,19,22,27,32,6,7991149,
13054,202,3,4,8,14,21,28,14,5000000,
13053,132,3,12,13,22,30,33,14,5000000,
13052,104,6,7,14,21,22,24,13,5000000,
13051,450,8,12,15,19,28,29,2,5479124,
13050,228,3,7,13,18,22,25,3,7054027,
13049,41,10,13,14,16,21,32,14,5000000,
13048,119,10,13,17,28,30,32,4,5456927,
13047,116,1,8,11,17,27,30,12,8654750,
13046,95,3,16,19,20,24,26,6,8147262,
13045,138,6,7,8,14,23,31,12,7557675,
13044,337,3,5,11,18,26,28,6,6411138,
13043,247,3,6,14,15,17,25,16,5481602,
13042,131,1,8,12,13,15,33,3,8484594,
13041,295,2,10,12,17,23,24,5,10000000,
13040,125,2,4,10,12,17,30,10,6144278,
13039,94,1,2,14,15,24,29,6,8030721,
13038,95,9,10,12,14,15,19,11,8453347,
13037,157,2,15,18,27,28,32,14,7287992,
13036,182,4,5,9,27,29,31,13,7536121,
13035,78,1,14,15,17,26,30,2,5000000,
13034,83,6,15,20,22,26,33,9,5000000,
13033,567,5,6,13,17,19,28,1,5355031,
13032,68,4,21,25,29,30,33,3,10000000,
13031,125,3,13,14,15,21,33,3,6553055,
13030,140,7,14,18,25,26,29,6,7771195,
13029,473,6,7,10,19,23,29,12,6611365,
13028,149,7,8,14,25,26,28,13,7577370,
13027,126,1,2,4,12,21,24,12,6848640,
13026,95,4,11,14,15,22,31,11,9397355,
13025,126,16,17,18,24,25,30,8,5431843,
13024,191,4,5,13,23,27,30,9,5847975,
13023,145,3,6,15,18,30,32,5,10000000,
13022,79,2,4,7,9,15,20,7,6902732,
13021,104,1,6,17,19,26,31,11,7342133,
13020,145,1,7,8,12,16,21,1,9109602,
13019,93,1,2,5,16,20,26,6,8107555,
13018,273,2,8,13,28,29,30,5,6796488,
13017,93,4,6,12,30,31,32,9,10000000,
13016,99,2,5,6,12,14,28,5,5755587,
13015,158,5,6,7,11,13,18,15,10000000,
13014,235,2,4,5,17,19,20,8,5786249,
13013,259,5,6,13,19,22,28,9,5961726,
13012,144,6,14,17,22,28,29,2,10000000,
13011,113,3,12,17,24,27,29,9,6118580,
13010,74,1,9,11,17,32,33,12,9286306,
13009,100,1,4,9,13,16,23,2,9535536,
13008,311,3,8,17,21,25,32,15,8240712,
13007,148,2,9,15,22,26,32,1,7500000,
13006,178,9,10,13,17,22,30,13,5625000,
13005,117,1,13,14,25,31,32,12,5454545,
13004,152,6,10,16,20,27,32,8,5294117,
13003,90,22,23,26,27,28,33,9,6250000,
13002,63,1,16,18,22,28,30,12,6250000,
13001,271,6,8,14,15,24,25,6,5250000,
12154,137,5,7,12,16,28,32,4,6000000,
12153,167,4,5,11,21,27,28,10,5218719,
12152,220,10,12,18,22,28,29,7,5621438,
12151,109,5,14,24,25,26,32,1,8354668,
12150,92,9,11,17,23,24,26,7,6250000,
12149,116,1,5,13,25,26,32,13,7500000,
12148,1293,3,6,11,17,21,31,7,1702451,
12147,170,2,12,15,23,24,32,9,5625000,
12146,107,1,5,7,13,29,32,13,6000000,
12145,112,5,20,26,27,28,33,3,6000000,
12144,125,3,10,12,13,27,30,4,2617222,
12143,130,7,8,18,25,30,32,6,5416666,
12142,80,5,18,22,28,29,31,6,5384615,
12141,211,3,5,8,19,20,27,9,5520780,
12140,188,14,18,27,30,31,33,15,7807514,
12139,62,8,19,21,24,28,31,15,5833333,
12138,109,1,7,16,17,19,21,14,6250000,
12137,34,1,2,4,6,13,17,7,5833333,
12136,155,2,7,8,17,21,28,11,5152273,
12135,96,2,5,7,8,11,17,16,9567828,
12134,84,2,5,6,7,13,23,15,10000000,
12133,210,1,8,11,20,21,29,2,5555555,
12132,92,7,12,16,17,21,25,10,5454545,
12131,207,6,18,19,26,28,32,12,5443751,
12130,59,1,3,15,20,22,31,3,11666666,
12129,92,1,7,9,17,21,29,1,7500000,
12128,135,5,9,12,29,30,31,5,5555555,
12127,95,1,9,11,21,26,32,8,6592189,
12126,169,3,5,12,15,23,24,7,6201040,
12125,244,8,12,13,26,29,33,1,5994892,
12124,158,6,7,21,25,27,33,11,10607733,
12123,78,8,10,16,25,28,33,9,6971496,
12122,100,12,13,19,22,28,29,11,9088351,
12121,124,1,7,8,20,23,24,11,8592913,
12120,77,1,4,20,24,28,29,16,5000000,
12119,85,12,20,25,26,27,28,13,5378327,
12118,166,5,6,7,12,15,28,11,6323576,
12117,108,13,15,18,20,24,28,9,6519376,
12116,44,3,21,26,29,31,32,3,10000000,
12115,86,3,8,20,24,26,32,14,7829580,
12114,115,1,6,11,26,27,29,15,10000000,
12113,162,3,6,9,13,18,32,6,6229646,
12112,203,8,15,20,21,27,31,6,5340317,
12111,127,2,9,10,20,22,31,13,10000000,
12110,218,3,7,10,13,22,32,9,6037754,
12109,93,2,12,24,26,29,31,3,8882032,
12108,139,1,9,12,13,19,28,13,6996216,
12107,127,11,12,15,24,25,31,9,5878349,
12106,72,13,14,20,22,23,32,16,8568525,
12105,110,6,13,14,15,17,30,4,7054909,
12104,176,4,5,9,10,19,28,3,5685538,
12103,80,4,9,11,14,32,33,2,8999742,
12102,122,13,25,27,28,29,30,15,10000000,
12101,61,9,12,17,18,20,33,2,9975906,
12100,150,5,7,15,18,25,33,10,6032184,
12099,137,8,12,15,16,21,27,16,7359922,
12098,107,2,12,19,26,29,31,9,5725876,
12097,240,5,8,13,14,19,22,6,6077210,
12096,124,4,7,11,16,29,33,7,5599637,
12095,92,17,24,27,28,29,30,2,9886677,
12094,120,6,9,14,16,23,33,15,10000000,
12093,68,3,5,19,21,24,33,13,7499648,
12092,218,6,13,17,18,28,32,3,6440282,
12091,198,1,5,7,8,19,21,16,7372003,
12090,67,2,13,20,25,29,30,11,7610296,
12089,111,3,7,10,13,14,25,11,6358624,
12088,122,3,5,23,24,27,31,15,8755663,
12087,125,3,10,11,13,14,22,9,6777043,
12086,209,8,9,13,15,22,23,8,5617453,
12085,108,5,17,24,30,31,33,5,7047060,
12084,100,2,10,20,26,28,29,14,8614316,
12083,180,4,9,14,15,26,33,4,7834196,
12082,269,2,4,11,18,22,29,6,7521170,
12081,232,2,5,10,24,25,29,6,5655466,
12080,181,4,9,14,15,16,27,3,5719094,
12079,127,6,7,12,24,30,33,12,10000000,
12078,90,8,15,22,24,28,33,12,8669544,
12077,79,2,4,13,18,26,28,12,8435718,
12076,81,11,18,22,27,29,30,15,10000000,
12075,77,4,6,22,23,29,32,11,5747971,
12074,70,15,16,18,19,28,32,8,8878517,
12073,169,4,7,9,10,17,27,5,6717072,
12072,96,2,3,7,9,13,30,6,10000000,
12071,104,3,4,19,21,22,23,8,6606573,
12070,121,2,3,4,24,31,32,11,6343817,
12069,250,8,10,11,18,20,29,6,5767697,
12068,120,5,17,22,26,32,33,10,5181964,
12067,181,4,5,10,21,26,30,16,7001929,
12066,158,1,2,9,26,29,33,12,8529512,
12065,152,8,10,18,19,27,31,14,6540348,
12064,135,5,10,11,16,23,24,11,6653804,
12063,95,2,10,17,19,24,27,12,6604802,
12062,102,2,13,16,17,20,31,7,5573816,
12061,136,3,8,11,12,14,18,14,10000000,
12060,155,7,10,13,16,17,29,1,10000000,
12059,205,4,13,21,22,26,31,1,9270173,
12058,204,3,6,15,20,25,26,4,10000000,
12057,143,3,5,19,21,27,31,4,10000000,
12056,193,4,7,14,17,26,31,10,6590332,
12055,110,4,6,13,20,24,28,1,10000000,
12054,64,6,14,18,20,30,33,14,8743780,
12053,140,4,15,22,25,27,33,4,10000000,
12052,104,2,3,5,6,20,24,4,9086512,
12051,116,2,12,14,17,30,31,9,8525197,
12050,98,7,13,15,17,19,24,11,8434603,
12049,95,4,12,13,19,20,32,2,8684491,
12048,86,1,5,14,22,24,30,10,7348060,
12047,85,6,7,11,16,32,33,11,7522813,
12046,209,4,12,19,20,23,33,6,6536548,
12045,165,8,11,20,21,27,30,9,7320363,
12044,123,6,9,10,14,22,25,3,8299647,
12043,152,2,9,11,21,26,33,3,6362767,
12042,225,5,6,11,19,24,28,16,7761863,
12041,77,8,11,15,20,24,32,2,8680361,
12040,211,3,8,9,22,25,31,10,5689869,
12039,68,1,2,5,13,22,29,8,8333889,
12038,102,9,10,11,15,19,33,16,9950939,
12037,165,5,14,19,24,28,33,9,10000000,
12036,110,2,11,13,18,19,26,9,5572405,
12035,132,9,11,12,21,24,26,5,5926804,
12034,140,2,3,8,23,32,33,16,10000000,
12033,388,2,3,15,16,17,27,4,6337398,
12032,50,1,2,10,17,22,24,4,10000000,
12031,108,4,16,22,24,27,31,3,10000000,
12030,133,9,10,17,18,21,31,8,6076022,
12029,135,4,7,15,25,26,28,3,10000000,
12028,142,10,15,20,21,28,30,11,8433553,
12027,72,4,16,22,25,30,31,12,10000000,
12026,107,3,7,9,15,24,25,16,10000000,
12025,226,3,8,9,17,25,27,6,6210008,
12024,289,4,12,19,21,25,28,13,5678189,
12023,216,5,9,15,23,24,33,2,7038702,
12022,180,4,8,12,24,26,27,4,7204483,
12021,45,1,15,16,18,22,30,3,10000000,
12020,354,3,8,12,18,23,29,11,5758512,
12019,130,7,14,18,20,22,30,16,8150045,
12018,78,3,5,6,22,26,32,15,10000000,
12017,237,6,9,14,19,25,28,10,5647487,
12016,278,2,5,12,17,22,25,8,5793774,
12015,77,1,3,6,10,21,23,15,10000000,
12014,112,1,2,5,16,28,30,12,5208873,
12013,164,6,8,24,29,30,32,13,7153653,
12012,75,15,17,18,20,23,27,1,10000000,
12011,212,4,14,15,16,20,26,5,5501852,
12010,112,1,3,13,19,25,26,10,9684099,
12009,76,4,16,24,26,27,33,11,7738273,
12008,108,1,12,20,23,24,29,8,9838366,
12007,88,10,17,19,27,28,32,4,10692340,
12006,127,2,22,25,29,32,33,8,6108129,
12005,102,7,9,18,27,31,33,6,8838231,
12004,153,1,5,10,11,21,23,16,11250000,
12003,165,3,6,8,24,29,31,9,5307916,
12002,101,2,3,7,9,10,32,13,6568417,
12001,110,1,4,5,9,15,17,6,9494234,
11153,282,5,8,9,10,20,25,13,6856586,
11152,285,4,10,11,12,21,26,13,9253543,
11151,190,7,11,16,19,31,33,10,9932855,
11150,215,8,10,12,15,22,27,13,8289213,
11149,225,4,5,6,7,23,31,16,15000000,
11148,105,5,14,22,23,25,26,14,9214741,
11147,275,4,8,12,17,18,30,10,6570947,
11146,163,11,23,26,28,32,33,10,9194616,
11145,249,2,4,14,15,26,30,4,7107438,
11144,78,1,2,9,10,16,24,3,8950812,
11143,90,7,8,12,14,15,30,16,11250000,
11142,83,12,15,16,26,29,31,2,11666666,
11141,192,2,4,6,19,24,29,11,7264264,
11140,53,4,18,20,22,27,29,6,9666056,
11139,72,8,20,24,27,30,31,3,9646035,
11138,252,1,5,15,24,28,32,7,8512034,
11137,128,2,11,18,23,30,33,13,8768592,
11136,86,2,4,6,20,22,31,7,11250000,
11135,62,12,13,17,20,25,26,12,11666666,
11134,84,1,2,6,7,30,31,10,6641721,
11133,75,12,14,20,21,25,31,16,9338759,
11132,138,2,5,12,13,25,33,7,6654309,
11131,131,2,7,9,17,21,25,1,9961151,
11130,86,7,14,18,23,25,32,15,11666666,
11129,120,7,10,11,21,23,26,6,7444093,
11128,109,9,11,14,17,19,23,12,7458146,
11127,93,16,19,22,23,27,29,11,7434426,
11126,198,3,7,13,18,23,26,16,12500000,
11125,117,3,10,15,24,27,32,8,6233335,
11124,123,9,18,19,26,31,32,16,8751022,
11123,155,1,4,5,14,19,28,16,11666666,
11122,142,10,12,18,26,27,31,3,7026731,
11121,39,4,14,22,25,32,33,2,10000000,
11120,107,4,14,17,28,30,33,7,5309612,
11119,81,9,12,14,19,28,32,1,10000000,
11118,163,5,6,11,14,20,21,10,7692874,
11117,180,8,10,19,26,28,30,4,10000000,
11116,135,1,7,11,12,17,27,5,5629502,
11115,123,7,8,9,12,17,33,16,10000000,
11114,75,1,14,15,16,30,32,9,6713165,
11113,84,6,10,11,25,32,33,5,8965249,
11112,194,3,5,16,18,23,24,15,10000000,
11111,76,1,3,5,20,25,27,4,8307736,
11110,46,12,14,21,26,28,33,12,10000000,
11109,92,1,3,9,15,16,33,15,5000000,
11108,72,2,17,22,26,29,33,10,5000000,
11107,428,4,9,16,17,22,29,15,4981416,
11106,118,2,11,12,14,24,32,14,5000000,
11105,163,4,6,23,25,27,28,1,5000000,
11104,193,9,10,16,20,25,29,9,5474058,
11103,77,4,5,10,13,15,16,12,6857389,
11102,116,1,5,13,21,27,31,11,5904141,
11101,100,6,10,19,23,29,31,6,8187546,
11100,138,7,11,21,23,31,32,5,8933494,
11099,61,10,12,13,21,26,27,14,10000000,
11098,51,3,7,20,21,22,32,5,5000000,
11097,108,9,17,19,20,21,26,16,6047982,
11096,106,1,4,7,13,14,19,15,5000000,
11095,126,3,7,8,10,23,24,5,5762690,
11094,124,9,11,12,17,18,19,5,5977783,
11093,112,4,7,11,13,23,30,9,5714665,
11092,107,5,10,17,26,31,32,4,9755247,
11091,81,9,15,21,23,28,30,3,9469900,
11090,76,2,5,14,18,21,25,16,10000000,
11089,96,1,2,11,24,29,30,12,6333194,
11088,154,3,9,17,20,21,29,4,7293508,
11087,119,2,3,4,5,18,28,1,6784021,
11086,110,6,7,9,12,17,24,9,5140840,
11085,221,3,6,11,21,24,31,10,6706303,
11084,68,9,10,12,16,18,32,15,8954854,
11083,95,7,16,18,24,28,29,6,7466947,
11082,179,7,16,17,20,25,26,4,6165379,
11081,128,6,14,19,23,25,32,12,9466253,
11080,77,2,7,9,25,31,32,9,7059178,
11079,81,3,14,15,16,24,29,5,8972101,
11078,101,3,5,13,20,22,29,9,6220044,
11077,131,1,7,8,15,26,29,10,6846344,
11076,96,6,19,21,26,32,33,13,10000000,
11075,64,7,9,10,12,31,32,13,10000000,
11074,29,2,21,26,28,29,32,1,8431330,
11073,127,3,4,5,12,17,21,14,8337482,
11072,107,1,6,10,11,18,27,12,8651991,
11071,57,1,2,15,22,28,30,2,10000000,
11070,219,1,3,5,12,21,28,12,7305934,0
11069,105,2,13,16,18,24,30,12,8645764,0
11068,148,3,7,10,15,19,24,10,7432612,0
11067,69,17,19,20,24,25,27,12,10000000,0
11066,52,4,6,14,17,30,32,12,9265251,0
11065,59,4,16,23,25,27,29,3,10000000,0
11064,117,3,6,7,29,30,33,2,7943823,0
11063,60,4,6,13,15,18,19,5,6522591,0
11062,162,4,8,9,10,29,30,3,6304967,0
11061,116,2,3,8,13,19,21,3,5353158,0
11060,81,10,11,13,21,27,31,1,8731087,0
11059,92,24,26,27,29,31,33,16,8536118,0
11058,83,7,18,22,30,32,33,6,6359405,0
11057,57,4,6,20,21,26,33,2,10000000,0
11056,59,13,16,19,20,23,25,10,7758288,0
11055,95,8,13,16,17,29,32,16,9104892,0
11054,94,8,11,16,17,22,33,8,10000000,0
11053,216,3,6,10,12,22,30,15,10000000,0
11052,201,4,5,8,19,27,28,8,6421631,0
11051,65,1,7,11,14,15,16,14,8890877,0
11050,141,4,5,19,22,28,29,15,7975173,0
11049,188,1,11,17,18,27,31,14,10000000,0
11048,65,10,14,18,25,26,27,15,0,0
11047,78,4,13,23,25,27,33,14,5000000,0
11046,241,9,17,18,26,29,30,8,5000000,0
11045,69,2,16,17,20,26,32,8,5000000,0
11044,144,3,14,16,26,27,31,9,5000000,0
11043,259,4,13,14,17,25,31,4,5102262,0
11042,107,5,13,15,17,19,21,15,8528152,0
11041,93,4,10,12,13,30,32,13,10000000,0
11040,77,5,11,14,24,26,28,13,9765244,0
11039,188,3,7,10,16,24,29,13,7352520,0
11038,92,2,14,15,19,23,24,12,10000000,0
11037,106,1,3,4,6,17,25,11,5749002,0
11036,114,2,11,20,22,24,31,5,7633326,0
11035,96,13,14,18,20,27,31,2,10000000,0
11034,44,13,14,17,19,24,31,8,7028354,0
11033,212,2,8,12,13,19,29,4,6390297,0
11032,230,3,5,7,13,14,15,15,6071368,0
11031,52,16,17,24,28,29,32,12,10000000,0
11030,145,2,9,19,24,25,33,10,5521757,0
11029,98,1,4,9,10,20,31,7,7001758,0
11028,148,1,4,5,14,16,17,1,9019020,0
11027,105,13,18,21,22,25,26,1,8584210,0
11026,296,7,8,17,19,21,26,12,6029723,0
11025,80,8,25,26,31,32,33,9,8040679,0
11024,194,5,7,10,19,26,31,14,7059861,0
11023,71,2,3,6,21,22,25,5,10000000,0
11022,51,2,7,14,16,17,21,5,7171073,0
11021,226,1,2,14,18,25,31,8,6156360,0
11020,51,12,16,17,19,24,30,5,7997931,0
11019,51,2,4,12,19,32,33,16,10000000,0
11018,98,13,15,18,28,30,33,1,6956754,0
11017,141,2,6,15,23,26,33,8,10000000,0
11016,107,3,4,16,17,22,29,13,8474497,0
11015,110,3,6,13,26,27,29,7,5803866,0
11014,156,5,7,10,11,23,26,16,7010883,0
11013,41,1,3,13,16,21,22,8,6495969,0
11012,124,7,8,11,13,15,26,13,9366150,0
11011,73,1,12,18,19,21,24,10,5829648,0
11010,118,1,4,5,9,15,19,13,6680151,0
11009,90,17,18,23,24,25,26,4,9130252,0
11008,50,10,12,13,17,24,31,15,10000000,0
11007,96,1,9,17,24,26,31,5,8274578,0
11006,95,1,3,5,13,16,18,5,10000000,0
11005,109,6,9,12,14,20,22,13,10000000,0
11004,119,4,6,8,10,13,26,5,7500000,0
11003,50,13,14,21,22,23,27,4,5060062,0
11002,102,6,8,12,17,28,33,5,5714285,0
11001,76,3,9,20,24,26,32,10,5555555,0
10153,124,3,6,12,19,30,31,13,5333333,0
10152,244,4,9,17,21,25,31,1,5454545,0
10151,99,2,13,14,17,19,26,14,5833333,0
10150,104,2,17,18,23,29,30,6,5416666,0
10149,210,2,7,8,16,25,30,9,5644091,0
10148,1162,1,3,7,18,23,27,12,5348781,0
10147,342,2,8,15,18,24,30,3,6220672,0
10146,174,1,17,18,22,25,32,1,9246109,0
10145,71,3,21,24,27,28,31,8,12500000,0
10144,77,2,3,8,15,19,21,11,9853292,0
10143,54,9,16,18,26,30,31,14,11666666,0
10142,78,2,16,18,23,26,27,10,8627723,0
10141,177,2,3,7,18,23,27,6,8326377,0
10140,51,1,12,13,18,26,29,15,10996134,0
10139,121,11,13,18,20,26,31,9,9962095,0
10138,34,1,21,23,24,26,30,5,0,0
10137,89,7,9,10,13,19,33,6,12500000,0
10136,62,4,10,23,24,26,33,10,10000000,0
10135,221,4,10,13,25,26,30,10,5297997,0
10134,105,9,15,16,22,27,28,6,8737757,0
10133,320,3,9,17,21,26,32,1,7167515,0
10132,75,2,10,12,18,24,33,15,9409521,0
10131,185,5,6,15,16,19,26,6,6773623,0
10130,97,1,2,7,15,21,31,16,10000000,0
10129,100,4,8,14,25,28,32,16,0,0
10128,132,4,11,19,20,24,28,12,3960319,0
10127,385,1,4,8,17,25,33,1,1965524,0
10126,108,3,13,18,20,27,28,5,7634455,0
10125,146,6,7,13,23,28,29,9,6000000,0
10124,192,2,6,8,11,12,25,2,5416666,0
10123,109,6,12,15,18,29,32,10,6045656,0
10122,113,2,9,12,16,25,27,6,9452052,0
10121,116,8,11,13,18,25,30,15,7500000,0
10120,41,1,2,5,6,10,29,16,6666666,0
10119,165,7,17,25,27,30,31,9,4556886,0
10118,126,5,8,11,13,15,25,5,5000000,0
10117,92,1,8,20,22,24,28,1,5000000,0
10116,113,5,9,10,20,22,26,7,5160604,0
10115,55,1,22,24,25,29,33,15,0,0
10114,63,1,8,11,15,17,25,1,7655762,0
10113,256,5,10,15,18,20,28,10,9840811,0
10112,124,1,8,18,24,29,30,16,10000000,0
10111,58,4,7,8,13,17,18,10,0,0
10110,74,1,3,12,24,26,27,1,6109055,0
10109,80,4,15,18,25,29,32,15,6609946,0
10108,36,2,4,8,20,23,24,7,10000000,0
10107,39,8,12,15,17,22,33,16,5000000,0
10106,141,2,6,8,15,26,29,16,5000000,0
10105,199,1,8,9,19,21,31,11,3821830,0
10104,90,7,17,23,24,27,32,2,6337176,0
10103,81,6,9,14,17,20,33,9,6263648,0
10102,61,4,11,16,20,22,29,10,7821835,0
10101,93,4,9,18,21,25,26,6,5000000,0
10100,110,1,6,12,22,23,26,8,5556707,0
10099,220,3,4,17,24,27,30,6,5000000,0
10098,63,1,3,8,16,29,33,7,5000000,0
10097,61,10,16,18,21,24,26,1,5000000,0
10096,97,7,12,21,23,24,28,3,5000000,0
10095,65,9,11,16,17,25,27,14,5000000,0
10094,63,3,5,7,27,31,32,10,5000000,0
10093,115,9,10,19,28,32,33,6,5000000,0
10092,161,3,13,19,27,28,30,2,5059590,0
10091,77,6,13,16,20,22,24,16,6604879,0
10090,198,1,6,10,15,25,31,14,9127741,0
10089,110,7,8,9,16,23,26,1,6737515,0
10088,100,5,6,15,23,27,30,12,5665586,0
10087,107,1,8,16,17,25,30,10,6047398,0
