issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,blue_ball_1,blue_ball_2,sales_amount,jackpot_amount
16027,"200,386",6,11,13,15,28,2,6,39,2463504249
16026,"286,308",2,6,29,30,34,1,7,33,2437434650
16025,"60,565",3,6,13,23,24,7,10,107,2414488420
16024,"293,421",1,2,11,15,18,4,8,31,2434908381
16023,"244,498",4,9,14,25,27,6,11,37,2423340376
16022,"171,287",4,18,21,30,35,2,11,53,2418520496
16021,"432,296",1,4,9,10,35,9,11,21,2423302041
16020,"169,545",1,16,22,29,30,2,9,45,2413910892
16019,"64,495",4,11,15,20,26,8,9,111,2404067663
16018,"75,696",5,10,13,27,33,8,11,81,2406571046
16017,"203,318",11,18,24,28,29,5,10,32,2435071508
16016,"97,760",3,10,22,29,32,2,5,110,2412371190
16015,"126,080",1,4,10,13,30,3,9,50,2358276843
16014,"218,384",6,8,21,24,27,2,10,37,2336966940
16013,"246,681",3,21,23,31,35,2,11,40,2308385677
16012,"120,953",5,7,11,23,28,3,12,68,2304563180
16011,"152,113",2,8,10,15,23,5,10,48,2299985144
16010,"274,772",12,13,15,16,28,2,5,32,2302754070
16009,"127,973",5,8,10,17,20,2,12,55,2311006265
16008,"84,999",5,12,31,34,35,4,5,76,2298400864
16007,"303,989",2,5,14,32,35,1,3,39,2298709549
16006,"298,056",14,16,17,22,24,2,9,31,2247031342
16005,"43,518",6,9,12,15,20,8,11,123,2246550937
16004,"221,591",10,20,23,32,35,9,10,41,2264943524
16003,"126,551",4,12,17,22,26,6,7,59,2227670567
16002,"76,006",7,12,18,25,35,7,9,91,2228413817
16001,"90,901",1,7,19,20,30,5,10,83,2210663926
15153,"183,393",1,7,22,27,33,2,11,52,2174681996
15152,"270,382",4,5,22,29,35,2,11,34,2169835751
15151,"194,264",15,16,18,30,35,1,7,45,2137475851
15150,"120,005",4,13,18,25,33,3,7,58,2118309429
15149,"191,574",4,6,10,12,28,2,8,41,2120052540
15148,"207,954",8,11,27,31,33,8,9,36,2090620190
15147,"39,141",1,2,13,18,19,8,10,149,2094531807
15146,"137,282",4,15,19,27,31,4,11,62,2058880835
15145,"143,786",6,7,20,29,32,11,12,60,2075176701
15144,"142,351",1,9,24,26,29,6,11,53,2031681187
15143,"219,379",9,20,31,33,35,10,11,38,2047286906
15142,"236,599",12,14,22,26,30,3,6,35,2006518972
15141,"214,588",2,4,15,19,31,2,3,37,1982691329
15140,"203,372",1,11,15,26,35,6,11,40,1964244295
15139,"170,653",2,3,5,25,32,5,7,55,1947298377
15138,"458,746",1,16,20,29,32,4,7,19,1943530802
15137,"33,527",14,17,21,23,26,8,11,163,1912625918
15136,"313,506",5,20,23,29,32,2,10,29,1931606870
15135,"103,016",5,16,20,25,29,6,8,55,1885887140
15134,"166,325",1,2,6,15,35,4,7,44,1888647564
15133,"107,549",3,7,8,25,30,4,8,65,1864412215
15132,"77,107",3,8,14,18,27,1,5,73,1847218046
15131,"258,876",11,17,19,20,27,2,3,34,1859845621
15130,"224,534",17,25,31,32,34,2,12,42,1829288227
15129,"162,217",1,6,23,25,29,3,9,47,1787749312
15128,"140,554",10,12,23,30,32,3,4,58,1745843042
15127,"150,417",9,11,14,19,30,3,8,51,1707307787
15126,"193,674",4,5,8,9,21,3,6,39,1688575292
15125,"103,509",2,3,15,17,28,8,10,66,1676808840
15124,"183,164",4,6,12,31,32,3,6,46,1644462021
15123,"279,909",4,15,27,29,30,2,10,29,1617571033
15122,"222,914",11,13,15,26,35,6,11,36,1598150469
15121,"124,178",2,4,17,27,28,4,6,65,1574025843
15120,"15,000",1,9,15,24,32,5,10,146,1542943366
15119,"99,442",1,8,12,16,21,6,11,73,1612482645
15118,"234,588",3,7,20,24,31,4,9,35,1598506448
15117,"282,630",6,17,20,30,33,10,11,27,1571949674
15116,"57,318",7,10,19,24,33,3,7,107,1546620811
15115,"132,995",8,12,13,14,16,3,9,51,1524904832
15114,"287,412",9,18,24,31,34,2,10,30,1512320825
15113,"133,177",1,14,21,29,33,2,10,55,1491364543
15112,"83,506",4,5,15,19,28,4,11,72,1466183380
15111,"145,692",7,8,16,24,28,3,10,42,1508880896
15110,"91,163",2,7,10,22,30,7,11,78,1495014019
15109,"292,108",1,6,11,22,31,3,12,29,1495720964
15108,"250,464",1,13,16,26,31,7,12,32,1462391575
15107,"74,257",3,23,25,28,29,6,7,72,1433360911
15106,"109,179",2,11,13,22,30,2,3,77,1430870722
15105,"76,255",8,9,15,21,27,5,9,79,1420929062
15104,"233,023",16,19,25,30,34,4,9,33,1456310407
15103,"144,777",7,9,15,25,34,4,10,45,1455105281
15102,"198,786",11,14,15,33,34,3,12,42,1459255310
15101,"113,139",6,12,17,18,32,7,12,60,1449994950
15100,"119,913",9,15,18,23,32,5,7,66,1439790281
15099,"118,781",9,12,14,22,25,5,10,60,1401717848
15098,"44,562",9,14,21,27,33,6,9,123,1376083288
15097,"20,461",4,16,17,26,27,1,4,295,1385860648
15096,"82,721",3,9,12,18,21,2,6,76,1435883288
15095,"95,306",8,14,26,34,35,5,10,51,1440739717
15094,"141,399",2,3,10,11,29,3,7,57,1435245222
15093,"53,680",16,17,25,26,27,2,4,95,1451063553
15092,"169,675",2,14,21,27,34,5,8,41,1451533975
15091,"60,709",2,7,28,29,30,3,7,91,1443881668
15090,"84,924",6,9,11,17,21,6,8,76,1512866237
15089,"127,971",5,12,18,20,27,10,12,59,1518071721
15088,"381,203",5,15,28,31,34,11,12,24,1483412687
15087,"261,627",2,5,15,17,22,1,11,29,1470621295
15086,"90,748",5,9,11,15,32,4,9,51,1464467337
15085,"211,670",2,3,4,6,16,3,12,43,1461889590
15084,"112,914",10,20,21,32,34,6,7,56,1426556903
15083,"283,125",14,16,19,25,29,10,12,28,1413999921
15082,"95,920",8,15,28,31,33,3,6,73,1386721781
15081,"258,864",3,4,10,13,17,5,9,28,1354908004
15080,"18,135",14,20,29,30,32,3,8,107,1350821094
15079,"185,287",1,9,17,23,24,4,5,43,1449582407
15078,"288,085",19,24,26,28,33,1,2,31,1439120707
15077,"83,173",1,16,17,22,28,2,9,68,1410707518
15076,"249,391",3,19,21,31,34,5,12,35,1407154321
15075,"277,900",13,14,26,27,33,10,12,28,1400549959
15074,"309,662",1,12,21,27,33,4,9,26,1369791223
15073,"186,288",9,26,27,30,34,1,6,43,1328502863
15072,"21,892",19,20,21,31,33,9,10,255,1329421453
15071,"125,216",4,6,13,16,34,4,10,58,1431495361
15070,"162,612",3,9,12,17,18,4,12,56,1414660916
15069,"50,393",2,9,11,22,25,1,7,120,1381432966
15068,"348,239",2,3,20,31,35,4,8,27,1402288984
15067,"100,741",4,10,18,24,27,4,11,87,1393017834
15066,"277,368",1,3,7,13,29,2,10,35,1407746553
15065,"160,379",4,5,7,13,35,8,11,48,1371749617
15064,"129,013",2,8,20,28,31,7,10,64,1358857647
15063,"260,988",1,4,6,34,35,2,4,40,1355424220
15062,"156,532",6,7,13,14,15,1,4,62,1309316213
15061,"118,278",6,7,8,16,22,2,10,66,1275356607
15060,"114,390",16,24,25,26,33,4,11,64,1281829945
15059,"101,924",7,9,19,23,32,1,3,69,1297185227
15058,"261,318",10,14,20,27,30,7,12,33,1272415378
15057,"180,771",1,5,7,14,26,4,6,39,1239297755
15056,"198,149",6,12,19,26,35,3,10,45,1203143440
15055,"64,180",6,11,14,20,30,5,10,90,1210286220
15054,"83,843",2,9,15,24,34,3,9,100,1245292482
15053,"121,164",8,25,28,29,32,4,7,65,1268085740
15052,"121,149",13,19,24,27,29,7,8,78,1265334320
15051,"96,353",1,2,11,16,21,1,5,88,1237114602
15050,"19,526",6,7,10,20,28,2,7,232,1214317771
15049,"173,163",8,9,11,15,22,8,10,45,1215002201
15048,"168,906",10,11,22,24,33,2,9,42,1201607522
15047,"90,656",1,2,17,23,31,5,12,80,1209162913
15046,"38,854",5,7,10,22,26,4,10,146,1197238200
15045,"29,586",8,9,22,29,30,8,12,197,1236261155
15044,"126,723",16,18,27,31,33,1,3,63,1236933448
15043,"221,391",2,20,22,25,29,2,7,38,1201450734
15042,"83,501",3,7,12,17,24,2,11,74,1178648370
15041,"42,414",1,11,21,23,28,1,10,149,1189775444
15040,"146,158",2,9,10,23,35,9,12,55,1338069698
15039,"168,727",3,6,7,16,25,1,6,46,1310555606
15038,"119,378",12,19,22,31,35,7,8,65,1275685338
15037,"102,228",10,16,21,28,31,7,8,74,1266667677
15036,"209,153",14,18,20,23,24,4,8,32,1251569256
15035,"79,623",22,24,29,30,35,1,10,88,1230022010
15034,"99,655",4,8,15,18,26,5,9,73,1218836194
15033,"145,171",3,17,22,26,28,3,7,44,1226652726
15032,"100,026",6,21,25,27,30,7,11,62,1196045799
15031,"132,219",7,21,29,32,33,4,12,60,1185204347
15030,"81,195",9,18,19,26,31,2,5,76,1177191244
15029,"84,674",7,10,19,30,35,3,5,74,1156201713
15028,"55,009",3,9,28,32,33,9,10,107,1125436730
15027,"144,395",5,21,22,25,28,3,10,48,1132469279
15026,"161,249",11,13,14,15,22,2,8,37,1108175348
15025,"125,572",7,10,20,22,27,10,11,57,1127093621
15024,"273,733",2,6,8,16,34,3,4,26,1110363550
15023,"71,350",6,9,11,12,22,3,11,83,1075234387
15022,"257,531",9,11,14,15,26,11,12,33,1052353522
15021,"157,272",22,23,24,26,31,5,6,43,1011148456
15020,"180,170",11,26,28,29,32,1,4,49,975106845
15019,"254,839",2,8,16,22,24,1,3,49,1056985003
15018,"82,211",4,7,10,23,31,3,7,113,1013044052
15017,"116,974",7,13,16,17,29,1,7,75,980636543
15016,"49,292",6,7,16,20,34,9,11,164,949403008
15015,"46,370",1,5,13,17,32,4,11,79,901055602
15014,"175,328",8,16,25,29,35,3,10,50,934144755
15013,"226,781",11,15,25,28,35,7,10,40,922796421
15012,"161,425",3,4,6,11,31,5,9,41,877629027
15011,"42,061",4,13,22,25,30,1,6,186,867227273
15010,"166,880",2,6,17,30,35,2,7,58,922553782
15009,"158,591",17,22,26,27,33,6,10,55,885966276
15008,"85,830",7,10,11,15,17,3,10,88,838917495
15007,"77,735",2,7,8,14,31,4,8,98,1084804698
15006,"122,162",6,8,30,32,33,3,7,64,1061791325
15005,"135,230",11,14,15,18,19,7,8,69,1056022676
15004,"248,150",3,12,14,18,28,5,6,40,1063303937
15003,"156,326",12,19,27,28,34,1,12,59,1058932056
15002,"98,741",3,14,20,26,32,6,10,90,1092064321
15001,"53,300",8,9,19,27,30,6,7,153,1084864825
14154,"81,189",5,12,17,23,28,2,9,109,1135404076
14153,"143,133",1,8,13,24,32,5,10,68,1212140454
14152,"85,285",5,12,18,24,33,1,5,126,1211422140
14151,"98,775",3,8,26,31,32,8,12,78,1192625943
14150,"132,908",19,21,30,33,35,5,7,67,1211404301
14149,"109,364",2,13,19,26,35,1,5,85,1234346541
14148,"57,656",3,9,10,11,20,7,9,146,1326828262
14147,"153,503",5,9,14,26,34,2,9,58,1324845582
14146,"53,974",2,16,23,24,28,10,11,197,1361277737
14145,"271,725",15,19,22,24,26,10,11,40,1321185915
14144,"263,431",1,21,24,25,35,4,11,39,1290463839
14143,"183,630",1,11,14,18,25,6,10,66,1241070437
14142,"68,621",18,21,25,28,30,4,6,107,1213685929
14141,"137,838",4,17,20,26,29,5,8,61,1244535901
14140,"307,985",1,19,20,25,34,7,12,43,1251566141
14139,"326,240",3,5,7,15,34,1,10,33,1200995750
14138,"418,179",1,7,29,32,34,9,12,25,1185612824
14137,"175,018",2,11,16,22,34,2,5,53,1178643374
14136,"116,563",4,18,20,34,35,7,11,77,1154305279
14135,"316,405",20,26,28,30,35,9,12,38,1191956659
14134,"244,459",2,5,7,11,32,9,12,43,1157903994
14133,"44,271",2,8,12,14,18,4,12,250,1125548895
14132,"434,759",1,3,4,19,32,1,7,26,1103993932
14131,"36,617",3,16,19,23,27,3,7,222,1070373608
14130,"116,010",2,18,31,32,33,5,7,65,1047946346
14129,"195,460",7,22,28,30,32,5,6,44,1043803747
14128,"221,454",2,4,16,22,34,8,11,52,1012105455
14127,"394,336",2,4,6,15,19,2,11,28,980248197
14126,"221,647",2,9,22,30,34,9,10,37,973284763
14125,"77,763",12,15,19,23,31,4,10,114,941910615
14124,"360,690",1,3,28,29,35,8,12,27,926501357
14123,"249,870",1,9,12,22,25,2,9,34,926243050
14122,"115,949",3,10,25,26,35,1,7,83,922321109
14121,"137,085",13,16,18,22,32,8,10,64,903584105
14120,"339,635",1,4,6,18,33,5,11,27,901617720
14119,"93,176",4,8,9,13,18,8,12,91,876616071
14118,"244,438",2,3,23,24,26,5,11,33,848491203
14117,"133,434",3,14,17,18,33,6,9,45,806936584
14116,"120,272",6,13,15,24,27,4,5,63,797914592
14115,"159,698",1,5,26,29,30,2,10,47,770028734
14114,"74,863",3,16,24,30,33,5,8,77,759165112
14113,"128,346",2,13,17,19,23,1,6,57,770352154
14112,"229,873",3,5,14,18,32,2,10,37,778946120
14111,"253,993",11,16,18,20,29,3,4,32,766059220
14110,"130,823",9,18,19,22,24,8,11,57,729018439
14109,"218,698",15,18,20,21,23,1,2,39,707079547
14108,"113,416",1,2,13,23,35,9,12,65,709422417
14107,"156,845",5,13,14,21,34,8,10,53,691019481
14106,"100,367",5,9,11,20,22,5,11,67,657364184
14105,"126,768",4,10,26,29,32,4,8,54,634577614
14104,"130,673",7,13,14,28,32,4,11,63,621617813
14103,"199,664",14,20,23,25,26,10,12,44,626567022
14102,"100,215",1,7,14,19,20,3,12,69,596966907
14101,"77,272",9,10,12,17,28,3,11,88,595465040
14100,"223,353",2,4,8,12,35,1,7,40,559791030
14099,"171,518",15,21,22,23,33,1,7,52,541306441
14098,"211,357",16,18,22,25,35,3,10,45,529856031
14097,"267,985",3,15,20,21,23,7,9,33,508112843
14096,"62,566",3,7,21,23,31,5,10,99,476575124
14095,"154,164",6,22,30,31,34,5,6,44,508319326
14094,"34,644",13,14,24,25,34,4,7,136,510765155
14093,"128,041",3,8,30,32,34,9,11,63,538115272
14092,"246,536",2,18,27,30,32,5,11,36,498422452
14091,"188,651",10,16,18,29,32,2,7,42,466511258
14090,"117,087",2,3,20,23,28,6,8,69,439724222
14089,"48,131",2,8,12,29,30,7,12,119,897430770
14088,"80,866",7,13,20,25,26,8,11,108,929910085
14087,"134,240",4,7,31,33,35,9,10,55,916892029
14086,"173,491",6,8,27,29,35,3,9,57,886731623
14085,"68,110",6,12,13,25,29,11,12,108,879455090
14084,"53,920",2,7,9,11,28,5,9,126,875765643
14083,"101,782",18,20,24,33,35,5,10,83,892251472
14082,"191,919",1,8,18,23,25,8,12,43,872216864
14081,"166,437",3,5,8,10,25,9,12,43,830154471
14080,"204,471",17,20,23,25,27,3,10,49,792428610
14079,"134,339",9,10,20,31,32,6,10,64,783615300
14078,"119,758",10,15,16,22,28,4,5,73,778417883
14077,"167,784",9,16,26,31,32,1,5,55,765404764
14076,"92,632",5,10,19,31,32,9,10,81,760644298
14075,"118,422",5,7,29,32,35,4,10,55,729191341
14074,"81,061",6,11,22,27,30,5,11,104,750501664
14073,"54,235",4,5,7,13,35,5,6,121,729295547
14072,"331,930",17,19,22,24,30,2,9,27,727466021
14071,"221,374",4,14,15,22,23,1,7,43,696804568
14070,"119,758",1,2,7,10,32,4,12,57,669821040
14069,"228,365",16,22,27,29,31,2,9,26,658384418
14068,"79,136",5,15,24,29,35,5,6,91,648506595
14067,"341,706",3,18,23,24,31,3,7,27,642565242
14066,"199,482",8,14,16,20,31,3,11,34,609851883
14065,"129,775",7,12,19,31,33,7,12,54,593113888
14064,"36,266",8,15,33,34,35,1,8,168,605400258
14063,"279,350",11,17,21,23,34,3,4,28,603289864
14062,"197,762",4,7,17,24,25,2,4,48,576508734
14061,"127,498",4,11,17,20,29,6,10,48,530528894
14060,"140,672",12,22,29,30,34,5,11,50,508335617
14059,"71,247",7,15,17,25,29,4,11,89,499050363
14058,"106,443",9,15,22,24,26,2,7,63,514062616
14057,"160,094",8,10,20,27,33,1,9,40,513584094
14056,"97,524",12,18,28,29,35,7,8,61,518055775
14055,"75,399",4,23,26,27,35,10,11,75,497660787
14054,"126,347",2,3,20,25,34,1,12,72,479762955
14053,"138,015",2,11,17,27,30,3,4,56,465963587
14052,"244,998",14,19,21,24,30,2,7,25,448239242
14051,"78,927",1,7,11,29,30,3,11,62,426593556
14050,"302,800",10,18,27,28,35,1,6,24,449771795
14049,"187,598",3,15,17,22,31,3,5,34,427750617
14048,"297,364",1,2,5,15,35,1,11,24,410032886
14047,"149,381",6,17,18,30,34,6,12,54,404566567
14046,"310,052",3,15,18,21,26,1,6,22,387964150
14045,"194,585",6,10,12,16,30,2,11,33,376989546
14044,"164,774",22,23,25,27,35,3,11,45,358093528
14043,"100,530",1,11,23,29,30,1,12,57,347321907
14042,"181,982",16,21,25,27,35,6,11,33,319726297
14041,"185,177",5,7,11,15,18,5,12,37,325477040
14040,"230,190",12,15,21,30,33,2,8,29,320311147
14039,"177,295",2,5,11,15,20,8,11,32,316737418
14038,"105,870",7,8,12,20,32,3,5,46,290675013
14037,"128,622",3,4,8,19,34,2,4,45,294858966
14036,"177,965",1,2,12,17,29,3,8,33,293099517
14035,"87,265",9,12,14,28,29,3,10,71,291041522
14034,"23,326",3,11,14,27,32,5,7,143,294040655
14033,"30,583",1,7,8,28,29,4,8,121,313921770
14032,"141,051",2,5,6,9,31,2,9,41,313118209
14031,"20,925",6,15,27,32,33,3,4,151,298257838
14030,"356,849",3,14,18,29,35,11,12,20,299990119
14029,"51,836",3,21,22,23,35,5,9,87,302523173
14028,"156,895",3,10,20,25,30,10,12,38,323066741
14027,"89,630",9,10,24,28,29,10,12,49,313884979
14026,"63,618",5,10,12,15,26,4,8,91,318035173
14025,"97,469",19,20,27,32,34,6,8,49,292317488
14024,"178,784",7,11,15,31,32,6,11,32,297992483
14023,"25,417",4,13,15,29,33,5,9,105,306189144
14022,"209,938",3,6,10,16,25,10,11,29,325669431
14021,"108,915",6,10,17,23,24,3,9,39,309059701
14020,"161,466",1,14,17,30,35,6,7,37,322855712
14019,"62,013",7,12,22,29,32,11,12,70,316455971
14018,"126,284",8,9,12,28,34,2,12,41,317846981
14017,"206,428",5,10,11,23,34,1,10,31,295873500
14016,"302,420",4,6,13,24,34,4,9,21,312409622
14015,"130,654",4,6,18,20,30,5,7,40,336487176
14014,"102,624",1,9,11,27,29,3,11,42,325125162
14013,"61,637",10,11,13,22,28,4,12,91,324041671
14012,"74,203",9,20,21,23,29,5,7,64,308985857
14011,"273,756",4,6,14,24,35,7,12,26,305399026
14010,"167,815",5,10,20,26,27,1,3,42,289164215
14009,"26,297",10,18,25,29,33,7,8,125,277824746
14008,"242,212",11,13,20,28,35,1,5,29,282150599
14007,"47,129",8,11,14,21,32,3,11,99,263085157
14006,"186,411",1,4,7,16,35,6,8,29,279505469
14005,"125,187",15,17,18,29,33,4,8,38,251264064
14004,"65,432",7,10,19,27,28,9,12,60,259377488
14003,"110,773",7,11,13,21,33,5,6,41,262749156
14002,"126,117",1,12,21,24,29,1,7,49,265231194
14001,"92,763",5,13,20,23,29,8,11,51,245814203
13153,"180,278",4,5,16,17,30,3,9,35,235568607
13152,"232,835",9,12,14,18,19,3,9,26,208662004
13151,"144,273",2,13,21,27,30,3,4,33,218469468
13150,"282,164",6,7,14,18,22,8,11,19,195421794
13149,"143,073",6,7,8,9,13,5,7,37,180873480
13148,"132,788",2,5,9,29,32,3,7,26,177610569
13147,"214,583",3,9,22,24,25,5,9,23,171377233
13146,"117,365",6,7,15,25,31,1,9,48,168244721
13145,"217,052",2,13,15,18,20,2,11,29,153157780
13144,"437,197",3,20,21,23,35,2,8,14,128088241
13143,"139,102",3,8,14,21,31,6,8,41,118184260
13142,"82,434",6,11,25,28,29,4,12,50,115535221
13141,"115,776",5,15,18,25,31,8,10,44,111701804
13140,"141,727",1,12,17,26,28,1,6,49,91556766
13139,"163,536",5,6,18,20,31,6,7,33,82963265
13138,"12,000",3,8,13,17,24,7,9,303,81149879
13137,"35,223",4,12,32,33,34,6,8,79,152139878
13136,"56,919",5,11,15,25,28,5,11,53,154167079
13135,"148,280",4,13,19,25,26,7,12,32,171612098
13134,"163,558",2,13,19,23,32,2,9,38,148480349
13133,"363,869",2,8,10,16,17,9,12,17,122965280
13132,"60,497",23,26,28,31,34,2,10,57,105675073
13131,"96,982",12,15,29,30,31,4,12,54,116854488
13130,"75,049",8,9,15,19,30,6,9,51,95469948
13129,"76,983",11,23,29,30,33,1,4,56,103338276
13128,"12,000",11,13,27,33,35,1,2,150,113183371
13127,"103,291",3,14,16,19,32,5,10,42,165583037
13126,"92,509",9,10,15,18,30,3,6,39,172845865
13125,"57,509",4,8,14,23,28,4,8,64,178104632
13124,"81,806",5,7,18,21,32,10,11,43,207891533
13123,"129,263",2,9,10,33,34,5,12,28,201386997
13122,"312,585",15,17,20,24,35,4,12,19,183742526
13121,"209,983",3,18,19,20,24,3,12,26,167954219
13120,"413,988",6,14,15,22,26,3,11,13,167252806
13119,"199,228",1,2,16,23,35,1,11,32,144276439
13118,"168,855",4,6,11,20,31,1,5,30,124989788
13117,"198,669",5,16,23,25,33,7,12,22,112954194
13116,"97,922",13,22,23,30,33,9,11,45,97540922
13115,"12,000",5,16,29,32,34,4,11,166,87253881
13114,"12,000",6,17,21,23,33,1,9,511,135253881
13113,"24,961",19,21,23,28,30,8,12,161,154688007
13112,"218,418",2,10,20,22,29,5,12,25,164634801
13111,"47,398",7,12,13,20,27,1,3,81,151209447
13110,"175,199",7,16,18,32,33,2,7,28,149035335
13109,"218,948",13,20,26,29,32,2,6,24,145869127
13108,"272,836",5,10,13,15,18,2,11,22,134193271
13107,"204,245",7,13,14,18,25,5,12,26,111070403
13106,"121,097",6,7,12,13,27,3,12,40,88399110
13105,"112,342",7,13,27,30,34,1,12,33,73054761
13104,"197,797",2,5,11,27,29,1,11,29,61624635
13103,"63,673",5,8,13,16,31,3,9,59,37443844
13102,"223,330",6,12,15,19,26,2,11,21,36350423
13101,"251,803",4,9,13,15,32,2,9,22,14743158
13100,"96,355",9,12,24,26,30,5,9,39,6402825
13099,"12,000",4,11,28,30,33,5,12,73,12009973
13098,"72,072",2,6,16,29,34,10,11,52,35352220
13097,"265,204",7,8,13,17,32,3,8,16,28216869
13096,"182,404",17,19,20,22,26,6,8,24,19111160
13095,"141,883",3,17,28,30,33,1,10,24,642661
13094,"12,000",3,28,33,34,35,6,9,271,0
13093,"36,407",1,5,17,18,26,5,7,59,0
13092,"45,478",7,10,21,27,33,3,9,64,0
13091,"12,000",4,9,28,34,35,2,8,130,0
13090,"74,580",2,26,30,31,33,11,12,39,5263955
13089,"103,008",6,7,23,24,29,4,11,39,2846241
13088,"12,000",3,5,8,33,35,1,3,197,0
13087,"212,239",9,12,22,32,34,2,4,23,42617129
13086,"38,878",9,16,26,29,31,6,9,83,28968747
13085,"62,063",8,19,23,27,32,3,5,65,98643241
13084,"139,049",8,22,26,29,35,1,5,31,105974540
13083,"12,000",26,29,30,32,35,4,10,345,86994313
13082,"155,511",3,9,25,26,33,3,12,30,171994313
13081,"209,297",7,9,15,17,23,2,7,34,150300415
13080,"221,780",6,21,23,27,31,4,6,27,132673164
13079,"52,183",9,10,17,21,34,1,7,81,106225828
13078,"150,547",2,7,23,31,33,2,8,29,104883662
13077,"75,745",24,26,30,32,35,6,12,61,103028044
13076,"153,561",13,15,16,26,27,9,10,34,106302568
13075,"169,939",1,11,13,19,35,7,8,28,111311262
13074,"63,912",6,14,20,24,32,1,7,63,112228527
13073,"165,827",3,5,23,27,31,2,6,34,124925587
13072,"18,887",12,27,28,33,35,3,5,159,131224965
13071,"61,669",13,19,26,27,28,3,11,77,170320645
13070,"58,389",9,12,18,21,29,1,8,75,172138704
13069,"130,460",6,12,13,16,30,7,12,41,165804899
13068,"41,475",10,17,27,34,35,5,7,73,151050094
13067,"214,417",2,3,5,8,29,10,12,17,168117873
13066,"73,519",6,7,13,33,34,2,11,55,173469085
13065,"14,102",9,28,31,34,35,2,9,284,164666357
13064,"250,446",21,24,26,28,32,1,3,21,159171307
13063,"208,892",3,5,11,27,28,5,6,25,146067573
13062,"184,871",1,5,8,9,12,9,12,36,133663835
13061,"346,026",1,14,18,21,32,5,10,18,142690976
13060,"37,010",15,25,26,32,35,5,10,57,116219946
13059,"113,884",3,8,11,24,27,7,12,42,148773878
13058,"187,922",20,21,27,31,35,7,11,27,125968561
13057,"170,063",7,15,27,33,35,7,10,22,123030080
13056,"81,973",11,22,30,32,35,3,4,59,106703983
13055,"114,786",4,5,22,23,24,3,9,35,107162071
13054,"202,599",5,8,21,30,32,1,8,23,114882950
13053,"12,000",13,31,33,34,35,5,7,231,123304395
13052,"73,925",1,2,10,29,31,1,10,52,166304395
13051,"95,987",5,8,15,18,33,7,8,46,189058365
13050,"50,952",14,22,30,32,33,7,8,56,183101262
13049,"88,974",18,22,25,31,32,4,6,38,185855837
13048,"76,089",10,11,23,32,33,1,4,43,180774662
13047,"182,602",12,20,28,30,35,3,11,25,228283036
13046,"175,327",15,16,19,25,32,5,11,28,207466383
13045,"107,688",8,11,12,21,25,2,7,41,186295531
13044,"176,096",7,11,13,18,28,5,10,29,192471304
13043,"96,754",7,13,25,34,35,7,9,30,192316919
13042,"182,193",2,6,22,23,33,1,6,28,200479790
13041,"29,727",3,13,14,15,34,5,8,81,198017788
13040,"482,261",16,17,22,26,35,3,10,12,205633582
13039,"68,767",6,23,30,33,35,7,10,42,192846712
13038,"160,166",1,19,24,25,26,7,9,28,180313811
13037,"56,847",2,26,31,32,34,6,8,40,159171880
13036,"66,745",8,12,32,33,35,3,5,40,158595131
13035,"143,178",5,14,28,32,34,7,8,34,157137514
13034,"182,556",1,3,11,19,29,4,8,23,175024647
13033,"359,497",12,18,22,28,31,1,11,16,183084465
13032,"108,929",12,27,28,33,35,1,8,35,159896906
13031,"200,474",12,17,18,26,32,10,11,23,152903939
13030,"169,964",3,5,9,10,28,5,7,24,142906622
13029,"74,024",5,7,17,25,26,4,10,50,124168043
13028,"143,436",13,19,28,30,34,8,12,30,117290371
13027,"133,467",3,12,14,24,35,3,8,29,99217311
13026,"49,382",2,10,16,30,33,5,6,64,86999987
13025,"339,352",3,23,25,26,28,10,12,13,95037003
13024,"258,208",9,12,14,18,24,1,4,20,84966486
13023,"100,825",5,19,24,26,35,5,7,36,68857932
13022,"290,650",3,4,13,17,23,3,8,14,53204819
13021,"142,537",23,24,28,30,33,1,11,28,43329822
13020,"83,353",6,11,20,31,32,5,9,33,30797768
13019,"45,540",6,12,17,29,30,7,11,57,18419704
13018,"31,860",20,23,31,33,34,3,9,48,11738506
13017,"31,945",11,14,22,29,34,5,11,123,0
13016,"185,254",5,15,19,27,32,8,9,23,170130710
13015,"187,018",14,15,26,32,33,1,11,22,152902085
13014,"108,995",5,8,25,29,31,2,4,41,154624839
13013,"43,411",13,15,29,30,35,1,11,61,146150128
13012,"457,265",1,14,31,32,34,2,11,11,135535963
13011,"268,910",1,2,8,15,23,6,9,20,116673757
13010,"103,430",9,15,17,18,29,9,11,34,117031592
13009,"39,572",10,17,19,27,29,5,12,75,100586068
13008,"422,851",2,7,25,29,34,3,6,13,124053473
13007,"12,000",14,29,32,33,34,3,6,87,116585204
13006,"104,370",8,20,25,31,32,5,7,42,126585204
13005,"205,565",18,22,26,28,31,10,12,25,123594996
13004,"55,795",7,8,12,20,25,3,7,53,101548129
13003,"173,939",1,16,18,21,31,9,12,29,120141232
13002,"346,173",4,20,27,31,32,6,12,14,108094375
13001,"206,504",6,9,11,31,32,5,11,18,87583599
12154,"178,258",3,26,27,31,32,3,9,20,69462813
12153,"153,153",8,9,10,13,22,5,10,28,54890188
12152,"135,756",4,17,26,33,34,2,8,30,42430665
